name,kind,scope,axis,height,grids,rarity,groups,effect,trigger,note,source,status
Label type,Type,global,none,no,1,Uncommon,type;info,A rule card carrying this type announces its effect on the board even while the rule deck is invisible.,on_game_start,"Baba-is-you legibility. Without it, hidden rules read as bugs.",draft:304,carried
Everything is a card,Meta,global,none,no,1,-,pillar;architecture,"Every rule, button, hazard and zone in the game is a card with modifiers.",design,The second pillar. It is why blinds cost almost nothing to add.,draft:305,carried
Rule deck resolves last,Rule,global,none,no,1,-,order;rule,"The rule deck is the final collection in dispatch order, so rules see what every card has already done.",on_anything,Shipped. A rule that resolved first could not react to the board it governs.,draft:306,implemented
Rule cards carry pips,Rule,global,none,no,1,-,rule;pip,Rule cards are given a random rank and suit so they behave sanely if an effect ever pulls one onto the board.,on_game_start,Cheap insurance against a card with no pips reaching a scoring line.,draft:307,carried
Decks as solitaire boards,Meta,global,deck,no,1,-,vetoed;variant,Every deck would itself be a small solitaire board the player could play to reorder or extract rules.,design,"VETOED in the draft - the player cannot lay out those boards, so most would be unsolvable.",draft:310,vetoed
Immutable card anatomy,Rule,global,none,no,1,-,architecture;card,"A card always has a suit, a rank, a stamp slot, a skill slot and a type. Nothing removes those slots.",design,"Shipped. The flip moved where they are drawn, not what they are.",draft:313-314,implemented
One parent one child,Rule,grid-local,h,yes,1,-,architecture;stacking,"A card has at most one card below it and one above it, which is what makes a stack a list.",design,"Shipped, and the reason height is a single integer rather than a tree.",draft:315,implemented
Immutable collections,Rule,global,none,no,1,-,architecture;board,"The board, the draw deck, the discard and the rule deck always exist; only their contents change.",design,Now the board is a list of grids plus the Entrance rather than two zones.,draft:316,carried
Layout parsed from rules,Rule,grid-local,grid,no,2+,-,architecture;rule,"The board's shape is read out of the rule deck at game creation, not hard-coded.",on_game_start,Shipped as SkillGridAllotment plus SkillGridCreator - deck size decides grid count.,draft:317,implemented
Scoring section is not a card,Rule,grid-local,line,no,1,-,ruling;scoring,The scoring section itself stays engine-side; only what it evaluates is card-driven.,on_score,Owner ruling with an explicit escape hatch - functionality that can be duplicated or removed may become a card.,draft:318,carried
Entrance cards are abilities,Rule,global,x,no,1,-,rule;entrance,Even the Entrance slots are cards whose skill hands their contents to the board and draws a replacement.,on_refill,"Shipped as TypeInput. Five of them, one per column.",draft:321,implemented
Dynamic column count,Rule,grid-local,x,no,2+,-,architecture;rule,"The number of Entrance slots and board columns is decided by counting rule cards, so five is a default and not a constant.",on_game_start,Effects must never assume five. The grid tests sweep ragged widths for exactly this reason.,draft:324-325,carried
Linked trigger card,Skill,grid-local,h,yes,1,Rare,combo;charges,"Cue this card to force the card it is stacked with to trigger, whatever that card's own condition is.",on_trigger,"Turns conditional effects into on-demand ones, which is powerful enough to want a charge limit.",draft:328,carried
Rulesets pack,Meta,global,none,no,1,-,pack;rule,An unlockable card pack whose contents are rule cards rather than performers.,shop,The endgame pack. Only sensible once the rule deck is visible to the player.,draft:331,carried
Custom rule decks,Meta,global,none,no,1,-,deferred;rule,A rule deck expressive enough to rebuild classic solitaire inside the game.,design,"Acknowledged scope creep in the draft itself; kept as an aspiration, not a milestone.",draft:332,carried
Prestige points,Meta,global,none,no,1,-,meta;progression,"Wins grant points spent in a between-run menu to shift card and event odds, or to take debuffs for more points.",design,"Vampire Survivors' shape. Overlaps ascensions, so the two need one shared currency or none.",draft:335,carried
Charge halo,View,grid-local,cell,no,1,-,ui;charges,A cueable card wears a halo divided by black gaps into as many segments as it has charges remaining.,on_trigger,"Fixed radius, changing divisions - readable at a glance without a number.",draft:338-339,carried
Eye stamp art,View,grid-local,h,yes,1,-,ui;stamp,"The always-active stamp shows a miniature of the skill's own art inside the eye, so a covered card still says what it does.",design,"Small, and it removes a tooltip.",draft:342,carried
Rules-in-the-deck variant,Deck,global,deck,no,1,-,deck;variant,A starting deck whose rule deck is empty because every rule card has been shuffled into the play deck.,on_game_start,"Chaos deck. Every rule is drawable, discardable and stealable.",draft:345,carried
Packs on the map,Map,global,none,no,1,-,map;pack,"Map nodes hold card packs rather than single cards, and the map may have holes in it.",map,Packs beat singles for pacing - a choice inside a choice.,draft:350,carried
The card spreadsheet,Meta,global,none,no,1,-,catalog;tooling,"One spreadsheet holds every card - title, rarity, cost in cards, description, tags.",design,This file's ancestor. The catalog now carries the grid axes as well.,draft:353,carried
Rarity borders,View,global,none,no,1,-,ui;rarity,"Rarer cards carry different borders and different shine treatments, holographic at the top end.",design,Cheap perceived value; the shader work is already in the FX plan.,draft:354,carried
Power-sorted chains,Meta,global,none,no,1,-,balance;rarity,"Design a common base effect, then print stronger versions of it as separate cards; rarity is where a card sits on its own chain.",design,Makes rarity mean something measurable instead of a vibe.,draft:357,carried
Stack-payment shop,Economy,global,deck,no,1,-,economy;shop,"Cards for sale sit above; the price is a stack of cards drawn from your deck below, and paying removes them.",shop,Makes thinning and buying the same action. Reroll prices climb per use.,draft:360,carried
Progression systems essay,Meta,global,none,no,1,-,design;retention,Progression systems retain players whether or not money is involved; go deep on few systems rather than wide on many.,design,The owner's own brake on system multiplication. Cite it before adding a system.,draft:363,carried
QOL for time sinks,Meta,global,none,no,1,-,design;retention,Add convenience to the parts that cost time rather than to the parts that are fun.,design,The rule that justifies the compress-board and show-actives buttons.,draft:364,carried
Card unlocks,Meta,global,none,no,1,-,meta;progression,"Common cards unlock on generic progress; rare cards unlock on specific deeds, tracked on one shared pass so order never matters.",design,The order-independent pass is the good idea here - it removes checklist anxiety.,draft:367-368,carried
Prestige spending,Meta,global,none,no,1,-,meta;progression,"Prestige buys odds changes, extra rerolls, starting cards, true vision of the rule deck, and eventually a custom deck editor.",design,Odds manipulation is the version that respects the map; flat power is the version that does not.,draft:369,carried
Deck unlocks,Meta,global,deck,no,1,-,meta;deck,Unlockable starting decks that double as the gimmick-run mode rather than living in a separate tab.,design,Folding gimmick runs into decks avoids a whole second progression surface.,draft:370,carried
Ascensions,Meta,global,none,no,1,-,meta;difficulty,Each ascension adds one negative card to the run's deck or rule deck - the permanent home for retired hazard cards.,design,Ascension cards and blind cards are the same object with different lifetimes.,draft:371,carried
Lore and secrets,Meta,global,none,no,1,-,meta;secret,Wins unlock scraps of lore and cosmetics; secrets need no answer to drive engagement.,design,"Deferred, but secrets are cheap - the Erdnase cipher costs one signature field.",draft:372,carried
Eye of God,Skill,global,deck,no,1,Legendary,info;secret,Reveals every deck and every true description including the rule deck.,on_game_start,"Global. The information ceiling of the game, and a prestige unlock in card form.",draft:375,carried
Hand of God,Skill,global,x,yes,2+,Legendary,movement;deck-manip,"Move any card to any coordinate on any grid, and reorder the draw deck at will.",on_trigger,The four-coordinate move in one card. Needs a charge limit or it plays the game for you.,draft:376,carried
Foot of God,Skill,global,x,yes,2+,Legendary,movement,"Swap this card's position with any other card on screen, including cards in other grids and the Entrance.",on_trigger,The cheapest of the three because a swap preserves the board's card count.,draft:377,carried
Third eye motif,Meta,global,none,no,1,-,flavor;art,"The god trio can be drawn as third eye, third hand and third foot rather than as deities.",design,"Keeps the circus register - a sideshow prodigy, not a pantheon.",draft:378,carried
Community channel,Meta,global,none,no,1,-,meta;community,"Ship a direct community link in the game, as Balatro did, and manage the community personally.",design,"Reference only, no mechanic.",draft:381,carried
Exponential cost curve,Meta,global,none,no,1,-,balance;economy,"Card cost rises slower than card power, because flexibility is part of a card's budget - cheap cards must stay weak because they always fit.",design,The costing rule the catalog's cost column should be audited against.,draft:384,carried
