seen?,name,historical_reference,card_art,rarity,cost,effect,pseudocode,groups,why_fun,balance,scope,axis,needs_height,needs_grids,status,source
,Spangle,"Sequined costumes — 'sawdust and spangles', the classic circus memoir title","A single oversized sequin stitched to the card's corner, catching light",Common,1,Stamp: +1 to the act's combo (U) the first time this card is part of any scored meld each act.,"class StampSpangle extends CardModifierStamp:
  func on_score(result) -> void:
    game.register_combo(combo_key())  # idempotent; counts once per act",stamp;combo,Simple combo glue every build wants — the common-tier workhorse.,"One U per act, no points of its own; pure grease.",grid-local,line,no,1,remapped: act/Submit timing becomes the Entrance refill. See the post-grid effects CSV for the rewritten wording.,pre-grid catalog
,Marked,"The card sharp's quiet arts — marked decks, shiners, readers",A tiny scuffed thumbnail notch only you would notice on the card back,Common,1,Stamp: you always see where this card sits in the draw deck (its position is shown on the deck viewer and above the deck slot).,"class StampMarked extends CardModifierStamp:
  # StampGlobal-style: active from inside decks
  func on_active() -> void: game.view_hint_deck_position(data)  # if view: only",stamp;info;deck-manip,"Quiet, permanent information — every Next becomes a countable card.","Information only; it never adds a point, and cheat-hate towns may fine it.",global,cell+deck,no,1,,pre-grid catalog
,Brass Check,"Brass checks — token coinage of circus and carnival midways (the 'money on trigger' seal, themed)",A stamped brass token half-sunk into the card face,Common,1,"Stamp: whenever this card's effects trigger, mint a Gold token card onto the top of the draw deck.","class StampBrassCheck extends CardModifierStamp:
  func on_mod_triggered(mod) -> void:
    if mod.data == data:
      game.defer(func(): game.mint_card_on_top(TypeHeavy, RULES_GOLD))",stamp;economy;token;Producer,Turns any trigger-happy card into a mint — economy from choreography.,Gold on deck TOP delays real draws; overminting clogs your tempo.,global,deck,no,1,,pre-grid catalog
,Greasepaint,Clown white — the Auguste and whiteface makeup traditions,A smear of white greasepaint across the card's portrait,Uncommon,2,Stamp: this card counts as a Clown-class card in addition to its own class.,"class StampGreasepaint extends CardModifierStamp:
  func extra_class_tag() -> StringName: return &'Clown'
  # group lookups (leaders, class counters) consult stamp tags too",stamp;Clown,The class-splashing enabler every tribal system needs — anyone can join the troupe.,A tag is only as good as your Clown payoffs; blank without them.,grid-local,none,no,1,,pre-grid catalog
,Top Billing,Poster billing wars — stars fought over letter size on the lithographs,The card's name printed enormous across a poster masthead,Uncommon,2,"Stamp: this card always scores FIRST within its meld (trigger-order control, before board-order dispatch).","class StampTopBilling extends CardModifierStamp:
  func trigger_priority() -> int: return -100  # NEEDS NEW HOOK: dispatch priority
  # run_all_mods sorts implementers by trigger_priority before board order",stamp;combo;info,Makes the invisible trigger-order system player-facing — sequencing becomes a build.,Order only matters with order-dependent effects; otherwise dead ink.,grid-local,line,no,1,,pre-grid catalog
,Ghost Light,"The theatre ghost light left burning on empty stages (Ghost Card, adopted as a stamp)",A bare bulb on a stand glowing through a translucent card,Uncommon,2,Stamp: this card does not block the Spotlight of cards beneath it — they stay active as if uncovered.,"class StampGhostLight extends CardModifierStamp:
  func blocks_spotlight() -> bool: return false
  # CardModifier.is_active skips Ghost Light cards when scanning covers",stamp;spotlight,Lets players build TALL without strangling their own engines — the counterweight the ring-depth tension needs.,The ghost-lit card itself still needs its own activation; stacking two is redundant.,grid-local,h,yes,1,,pre-grid catalog
,Revealing,The eye seal — 'trigger even when hidden'; mini skill-art drawn inside the eye,An open eye stamp with a miniature of the card's own skill art as its iris,Uncommon,2,Stamp: this card's modifiers stay active while covered (spotlight not required).,"# IMPLEMENTED: StampRevealing
class StampRevealing extends CardModifierStamp:
  func is_active_override() -> Variant: return true  # while on board",stamp;spotlight,Freedom to bury your engine and keep building over it.,"Board-only: it does nothing from decks, and the card still cannot be grabbed if buried illegally.",grid-local,h,yes,1,,pre-grid catalog
,Maximum Effort,The Exhaust stamp note — 'kind of like a glass card',"A performer mid-leap, veins of gold light, sweat flying",Uncommon,2,Stamp: double points from this card on score; afterwards it is Exhausted (scores nothing) until a show passes in which it was never played.,"class StampMaxEffort extends CardModifierStamp:
  func on_score(result) -> void:
    if not run_state().exhausted.has(data):
      game.add_line_score(row_of(data), base_points(data))
      run_state().exhausted.append(data)  # cross-show state lives on RunState
  func on_game_end() -> void:
    if not appeared_this_show(data): run_state().exhausted.erase(data)",stamp;gamble;persistence,A card you must deliberately REST — roster management like a real troupe.,Its off-shows are real: half your tour it is a blank.,grid-local,none,no,1,,pre-grid catalog
,Understudy,"Theatre understudies — ready in the wings, word-perfect",A shadowed figure in the wings mouthing the star's lines,Uncommon,2,"Stamp: if the card directly above this card in a stack is destroyed or consumed, this card permanently copies that card's skill.","class StampUnderstudy extends CardModifierStamp:
  func on_mod_triggered(mod) -> void:
    if mod is DestructionEffect and was_directly_above(mod.target, data):
      game.defer(func(): data.skill = mod.target.skill.duplicate(); relink(data))",stamp;destruction;deck-manip,"Turns destruction effects (Gluttony, Glass) into setup plays — grief into inheritance.",Needs precise stacking under a card that will actually die; a plan with two failure points.,grid-local,h,yes,1,,pre-grid catalog
,Marotte,The jester's scepter topped with a miniature of his own head,"A tiny grinning copy of the card's own face on a stick, tucked in its belt",Uncommon,2,"Stamp: when this card is destroyed, a rank-1 copy of it (same skill, no stamp) survives in its place.","class StampMarotte extends CardModifierStamp:
  func on_mod_triggered(mod) -> void:
    if mod is DestructionEffect and mod.target == data:
      game.defer(func():
        var copy : CardData = data.duplicate_deep()  # RELINK backrefs after!
        GameData.relink_card_backrefs(copy)
        copy.rank = RANK_ONE; copy.stamp = null
        game.replace_card(data, copy))",stamp;destruction;protection,"Death becomes a discount, not an ending — insurance with a punchline.","The copy is rank 1 and stampless; you saved the act, not the star.",grid-local,none,no,1,,pre-grid catalog
,Iron Body,"Shaolin hard qigong — spear against throat, iron-head demonstrations","A card flexing, a snapped spear haft falling away from its chest",Uncommon,2,Stamp: immune to the first destruction or debuff that targets this card each show.,"class StampIronBody extends CardModifierStamp:
  func on_mod_triggered(mod) -> void:
    if mod.targets(data) and mod.is_hostile and not game.state.iron_used.has(data):
      game.state.iron_used.append(data)  # per-show, on GameData (undo-safe)
      mod.negate()  # NEEDS NEW HOOK: hostile-effect negation seam",stamp;protection,Walking into a hazard town with armor on changes how brave your placements get.,One block per show; the second knife lands.,global,none,no,1,,pre-grid catalog
,Ascetic,Bed-of-nails and firewalking endurance traditions across cultures,A serene card lying unbothered on a bed of tiny nails,Uncommon,2,"Stamp: this card is immune to row- and floor-targeting hazards (lava rows, flooded rows, burning columns pass under it harmlessly).","class StampAscetic extends CardModifierStamp:
  func on_prop_passing(prop) -> Variant:
    if prop.is_hazard and prop.axis == ROW: return NEGATE_PASS
    return null",stamp;protection;hazard,Hazard boards become solvable puzzles — one card walks the coals.,Only environmental hazards; a targeted boss effect ignores the nails.,grid-local,x,no,1,,pre-grid catalog
,Unpierceable,Rifa'i dervish demonstrations — blades through flesh without harm,"A knife passing through the card leaving no mark, both halves whole",Uncommon,2,Stamp: Knife props pass through this card harmlessly — and still count as a 'miss' for stuntman/target bonuses.,"class StampUnpierceable extends CardModifierStamp:
  func on_prop_passing(prop) -> Variant:
    if prop.kind == KNIFE:
      prop.mark_missed(data)  # miss-counters still credit
      return NEGATE_PASS
    return null",stamp;protection;prop,Makes knife rows farmable from BOTH sides — miss bonuses without the wound.,Knife-specific; every other suit's props treat it as paper.,grid-local,none,no,1,,pre-grid catalog
,The Vine,"Naghol land diving, Pentecost Island — the vine-ankle ritual that inspired bungee",A green liana knotted around the card's ankle-corner,Uncommon,2,"Stamp: the first time this card would be destroyed or discarded by a fall/hazard each tour, it stops a hair short and survives.","class StampVine extends CardModifierStamp:
  func on_discard() -> Variant:
    if is_hazard_discard() and not run_state().vine_used.has(data):
      run_state().vine_used.append(data)  # once per TOUR: RunState
      return DENY  # NEEDS NEW HOOK: cancellable on_discard
    return null",stamp;protection;gamble,"The near-miss made literal — the crowd gasps, the card dangles, the run continues.","Once per tour, hazards only; a plain player discard still goes through.",global,deck,no,1,,pre-grid catalog
,Contract Ink,Circus performer contracts — stars jumping between rival shows,"A signature line on the card still wet, pen resting across it",Uncommon,2,"Stamp: +X points per show in which this card is played; if benched two shows in a row, it leaves the troupe (removed from the deck).","class StampContractInk extends CardModifierStamp:
  func on_game_end() -> void:
    if appeared_this_show(data): run_state().ink_streak[data] = 0
    else:
      run_state().ink_streak[data] += 1
      if run_state().ink_streak[data] >= 2: run_state().remove_from_deck(data)
  func on_score(result): game.add_line_score(row_of(data), INK_PTS * shows_played(data))",stamp;economy;persistence,Anti-autopilot pressure — a card that demands attention or walks.,It punishes exactly the flexibility big decks rely on.,global,x+deck,no,1,,pre-grid catalog
